"Iteration","Mass Flow 1 Monitor: Mass Flow 1 Monitor (kg/s)"
1.0,9.766389682726508E-6
8.0,7.942511476898358E-5
15.0,1.4912764302288975E-4
22.0,2.1944518038640926E-4
30.0,3.000155914683196E-4
37.0,3.695960459175664E-4
44.0,4.3857416320714464E-4
52.0,5.169447538073626E-4
59.0,5.852751614973617E-4
66.0,6.534723222748655E-4
74.0,7.31325684686125E-4
81.0,7.994326916894606E-4
88.0,8.675657886960714E-4
96.0,9.455092348659108E-4
103.0,0.0010138086783353427
110.0,0.001082222117752908
118.0,0.0011605736515586306
125.0,0.001229291770626976
132.0,0.0012981753402209952
140.0,0.0013771191625513994
147.0,0.0014464018567386056
154.0,0.0015158878089694314
162.0,0.0015955581463910854
169.0,0.0016655007773249367
176.0,0.0017356614356828686
184.0,0.0018161137364028348
191.0,0.001886742007540791
198.0,0.0019575839900749137
205.0,0.0020286347906936343
213.0,0.002110083882690203
220.0,0.0021815586509612806
227.0,0.0022532181673617755
235.0,0.002335328304180964
242.0,0.0024073484480323063
249.0,0.002479519941516641
257.0,0.002562174984614456
264.0,0.002634639630940865
271.0,0.002707227229134306
279.0,0.002790323816963621
286.0,0.0028631452848268154
293.0,0.002936062232026521
301.0,0.00301950344310707
308.0,0.0030926008697942796
315.0,0.003165772246692043
323.0,0.0032494789307918066
330.0,0.003322787562775868
337.0,0.0033961499147048438
345.0,0.0034800504682884737
352.0,0.0035535079431952433
359.0,0.0036270007591345174
367.0,0.003711028932302028
374.0,0.003784579481276481
381.0,0.0038581485145316387
389.0,0.003942243305289012
396.0,0.004015835131940271
403.0,0.004089430631448806
410.0,0.0041630253649245
418.0,0.004247127224475475
425.0,0.004320706890492429
432.0,0.004394274590726449
440.0,0.004478333725798408
447.0,0.004551866614031978
454.0,0.004625379329393457
462.0,0.004709365729818526
469.0,0.004782826640931284
476.0,0.004856259996821293
484.0,0.00494014827363043
491.0,0.00501351888145426
498.0,0.005086860362488503
506.0,0.00517064590926044
513.0,0.005243931468560612
520.0,0.005317194632258819
528.0,0.00540090007015965
535.0,0.005474124292862466
542.0,0.005547334887561149
550.0,0.005630991385746075
557.0,0.0057041818323299645
564.0,0.005777364818615098
572.0,0.0058609944960928044
579.0,0.005934165312749786
586.0,0.00600733339992475
593.0,0.006080500914853515
601.0,0.0061641233763096
608.0,0.006237298052077074
615.0,0.006310479562001861
623.0,0.006394126193066367
630.0,0.006467327889877713
637.0,0.0065405410229198505
645.0,0.006624227587289744
652.0,0.006697465858678286
659.0,0.006770715043810334
667.0,0.006854440714056083
674.0,0.006927711204366861
681.0,0.00700099148240318
689.0,0.0070847531886796215
696.0,0.007158056587314646
703.0,0.007231371644376573
711.0,0.007315175051289756
718.0,0.007388515941851373
725.0,0.00746186844066653
733.0,0.007545713207335519
740.0,0.007619088146175819
747.0,0.007692471938525127
755.0,0.007776347949677208
762.0,0.00784974530977872
769.0,0.007923146146782608
777.0,0.008007035088894441
784.0,0.008080438457122294
791.0,0.008153841588730018
798.0,0.008227243968106425
806.0,0.008311131092026561
813.0,0.008384530683919441
820.0,0.008457928030117225
828.0,0.008541806871470716
835.0,0.008615196312383574
842.0,0.008688579946217715
850.0,0.008772437513674965
857.0,0.008845802256592523
864.0,0.008919154154861688
872.0,0.009002966063366594
879.0,0.009076282827899485
886.0,0.009149580103094896
894.0,0.009233322600974184
901.0,0.0093065740129714
908.0,0.009379803036547814
916.0,0.009463464727395439
923.0,0.00953664217370722
930.0,0.009609793591785983
938.0,0.00969336103736464
945.0,0.009766450318677268
952.0,0.009839507281905243
960.0,0.00992295775228036
967.0,0.009995935734697132
974.0,0.010068872878653474
982.0,0.010152176395084372
989.0,0.010225017455194605
996.0,0.010297810826257128
1003.0,0.010370555166716275
1011.0,0.010453630222185728
1018.0,0.010526265596131058
1025.0,0.010598847436785335
1033.0,0.010681731111266798
1040.0,0.010754193218083196
1047.0,0.010826596037788747
1055.0,0.010909266741946378
1062.0,0.010981548509163332
1069.0,0.011053779898491305
1077.0,0.0111362571763916
1084.0,0.011208355039033044
1091.0,0.011280384882028757
1099.0,0.011362618503727976
1106.0,0.011434495696061512
1113.0,0.011506299005960502
1121.0,0.011588267403346357
1128.0,0.011659908233410426
1135.0,0.011731468747653708
1143.0,0.011813122565598718
1150.0,0.0118844476642175
1157.0,0.011955656059895915
1165.0,0.01203689091809482
1172.0,0.012107841255811132
1179.0,0.012178668708117058
1186.0,0.012249372512886374
1194.0,0.012330024412219826
1201.0,0.012400460338758862
1208.0,0.012470769482595925
1216.0,0.012550965590582582
1223.0,0.012620997140495908
1230.0,0.012690895377476282
1238.0,0.012770611601857428
1245.0,0.012840213861719262
1252.0,0.012909674447914993
1260.0,0.012988881984942111
1267.0,0.013058033026542864
1274.0,0.013127037982290268
1282.0,0.013205720414355228
1289.0,0.013274408030345575
1296.0,0.013342944939893799
1304.0,0.013421085758288924
1311.0,0.01348929238608438
1318.0,0.0135573406688542
1326.0,0.01363491316432228
1333.0,0.013702614352524145
1340.0,0.013770150283867012
1348.0,0.013847130010362559
1355.0,0.01391430717431572
